Nom de la commune adhérente,Somme de Tarif zone tarifaire 1,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Identifiant SISPEA de la commune adhérente
Naveil,3.01,41,41158,16537
Nernier,3.01,74,74199,30981
Nuzéjouls,3.01,46,46211,18027
Orcemont,3.01,78,78464,32547
Orcier,3.01,74,74206,30988
Orphin,3.01,78,78470,32550
Orsonville,3.01,78,78472,32551
Ozoir-la-Ferrière,3.01,77,77350,32192
Paray-Douaville,3.01,78,78478,32554
Parmain,3.01,95,95480,36829
Perrignier,3.01,74,74210,30991
Pévy,3.01,51,51429,20025
Ponthévrard,3.01,78,78499,32561
Port-sur-Saône,3.01,70,70421,29387
Prouilly,3.01,51,51448,20044
Prunay-en-Yvelines,3.01,78,78506,32566
Rochefort-en-Yvelines,3.01,78,78522,32572
Saclay,3.01,91,91534,36524
Saint Géry-Vers,3.01,46,46268,220825
Saint-Arnoult-en-Yvelines,3.01,78,78537,32578
Saint-Denis-Catus,3.01,46,46264,18080
Sainte-Gemme-Moronval,3.01,28,28332,11437
Saint-Gobain,3.01,2,2680,1369
Saint-Restitut,3.01,26,26326,10390
Saulnières,3.01,28,28369,11472
Sciez,3.01,74,74263,31037
Sonchamp,3.01,78,78601,32600
Tréon,3.01,28,28394,11495
Vallée-de-Ronsard,3.01,41,41070,260412
Vaucouleurs,3.01,55,55533,21989
Veigy-Foncenex,3.01,74,74293,31066
Ventelay,3.01,51,51604,20190
Vert-en-Drouais,3.01,28,28405,11505
Villemeux-sur-Eure,3.01,28,28415,11514
Yvoire,3.01,74,74315,31087
Aimargues,3,30,30006,11813
Bagnols,3,69,69017,28718
Blénod-lès-Toul,3,54,54080,21019
Bulligny,3,54,54105,21044
Camaret-sur-Mer,3,29,29022,11545
Chamelet,3,69,69039,28740
Cluses,3,74,74081,30869
Coulans-sur-Gée,3,72,72096,30205
Crézilles,3,54,54146,21085
Domps,3,87,87058,35162
Estézargues,3,30,30107,11912
Germigny-l'Évêque,3,77,77203,32049
Le Fleix,3,24,24182,9098
Légny,3,69,69111,28811
Létra,3,69,69113,28813
Marnaz,3,74,74169,30951
Moiré,3,69,69134,28834
Mont-le-Vignoble,3,54,54380,21315
Mont-Saxonnex,3,74,74189,30971
Moutrot,3,54,54392,21326
Ornézan,3,32,32302,13046
Pechs-de-l'Espérance,3,24,24325,316127
Pulvérières,3,63,63290,26370
Sainte-Paule,3,69,69230,28929
Scionzier,3,74,74264,31038
Ternand,3,69,69245,28943
Thyez,3,74,74278,31051
Trouhans,3,21,21645,8224
Val d'Oingt,3,69,69024,220703
Veilleins,3,41,41268,16645
Amboise,2.99,37,37003,14700
Astillé,2.99,53,53011,20689
Athis-Mons,2.99,91,91027,36384
Authon-la-Plaine,2.99,91,91035,36385
Autrey-lès-Gray,2.99,70,70041,29034
Ballots,2.99,53,53018,20696
Beaumettes,2.99,84,84013,34404
Bouchamps-lès-Craon,2.99,53,53035,20711
Bouhans-et-Feurg,2.99,70,70080,29071
Bourmont-entre-Meuse-et-Mouzon,2.99,52,52064,260648
Brains-sur-les-Marches,2.99,53,53041,20717
Cangey,2.99,37,37043,14739
Chargé,2.99,37,37060,14756
Châteauneuf-en-Thymerais,2.99,28,28089,11208
Chérancé,2.99,53,53068,20742
Clermont-en-Argonne,2.99,55,55117,21636
Congrier,2.99,53,53073,20746
Cosmes,2.99,53,53075,20748
Cossé-le-Vivien,2.99,53,53077,20750
Courbeveille,2.99,53,53082,20754
Cuillé,2.99,53,53088,20760
Denazé,2.99,53,53090,20762
Dingy-Saint-Clair,2.99,74,74102,30889
Escazeaux,2.99,82,82053,34096
Escos,2.99,64,64205,26750
Fahy-lès-Autrey,2.99,70,70225,29205
Fontaine-Couverte,2.99,53,53098,20770
Gastines,2.99,53,53102,20774
Grandparigny,2.99,50,50391,220539
Juvisy-sur-Orge,2.99,91,91326,36471
La Chapelle-Craonnaise,2.99,53,53058,20733
La Roë,2.99,53,53191,20858
La Rouaudière,2.99,53,53192,20859
La Selle-Craonnaise,2.99,53,53258,20923
Languenan,2.99,22,22105,8394
Laubrières,2.99,53,53128,20800
Limeray,2.99,37,37131,14827
Livré-la-Touche,2.99,53,53135,20807
Lussault-sur-Loire,2.99,37,37138,14834
Marle,2.99,2,2468,1160
Mée,2.99,53,53148,20820
Méral,2.99,53,53151,20822
Montreuil-en-Touraine,2.99,37,37158,14854
Mosnes,2.99,37,37161,14857
Mouleydier,2.99,24,24296,9206
Nantilly,2.99,70,70376,29346
Nazelles-Négron,2.99,37,37163,14859
Neuillé-le-Lierre,2.99,37,37166,14861
Niafles,2.99,53,53165,20836
Noizay,2.99,37,37171,14866
Paray-Vieille-Poste,2.99,91,91479,36511
Pocé-sur-Cisse,2.99,37,37185,14880
Pommerieux,2.99,53,53180,20848
Poyans,2.99,70,70422,29388
Quelaines-Saint-Gault,2.99,53,53186,20853
Renazé,2.99,53,53188,20855
Ruca,2.99,22,22268,8550
Saint-Aignan-sur-Roë,2.99,53,53197,20864
Saint-Martin-du-Limet,2.99,53,53240,20905
Saint-Michel-de-la-Roë,2.99,53,53242,20907
Saint-Ouen-les-Vignes,2.99,37,37230,14924
Saint-Poix,2.99,53,53250,20915
Saint-Quentin-les-Anges,2.99,53,53251,20916
Saint-Règle,2.99,37,37236,14929
Saint-Saturnin-du-Limet,2.99,53,53253,20918
Sallertaine,2.99,85,85280,34798
Senonnes,2.99,53,53259,20924
Simplé,2.99,53,53260,20925
Souvigny-de-Touraine,2.99,37,37252,14944
Villemurlin,2.99,45,45340,17808
Villetoureix,2.99,24,24586,9482
Viry-Châtillon,2.99,91,91687,36571
Ajat,2.98,24,24004,8929
Alix,2.98,69,69004,28706
Anoux,2.98,54,54018,20957
Arbois,2.98,39,39013,15518
Auriac-du-Périgord,2.98,24,24018,8942
Avril,2.98,54,54036,20975
Azerat,2.98,24,24019,8943
Badefols-d'Ans,2.98,24,24021,8945
Baerendorf,2.98,67,67017,27813
Bars,2.98,24,24025,8949
Bastia,2.98,,,7366
Bauzy,2.98,41,41013,16396
Beauregard-de-Terrasson,2.98,24,24030,8954
Belmont-d'Azergues,2.98,69,69020,28721
Benest,2.98,16,16038,5810
Bettainvillers,2.98,54,54066,21005
Bracieux,2.98,41,41025,16407
Butry-sur-Oise,2.98,95,95120,36733
Chambord,2.98,41,41034,16416
Charnay,2.98,69,69047,28748
Châtillon-sur-Loire,2.98,45,45087,17565
Chaumes-en-Retz,2.98,44,44005,220506
Chauvé,2.98,44,44038,17299
Cheix-en-Retz,2.98,44,44039,17300
Clairvaux-d'Aveyron,2.98,12,12066,4451
Condat-sur-Vézère,2.98,24,24130,9049
Conques-en-Rouergue,2.98,12,12076,220170
Crouy-sur-Cosson,2.98,41,41071,16453
Fontaines-en-Sologne,2.98,41,41086,16467
Fossemagne,2.98,24,24188,9102
Furiani,2.98,,,7420
Germagny,2.98,71,71216,29750
Granges-d'Ans,2.98,24,24202,9115
Hautefort,2.98,24,24210,9123
Huisseau-sur-Cosson,2.98,41,41104,16485
Jarnosse,2.98,42,42112,16782
La Bachellerie,2.98,24,24020,8944
La Bernerie-en-Retz,2.98,44,44012,17273
La Chapelle-sur-Oreuse,2.98,89,89080,35898
La Dornac,2.98,24,24153,9071
La Ferté-Saint-Cyr,2.98,41,41085,16466
La Feuillade,2.98,24,24179,9095
La Grange,2.98,25,25290,9752
La Plaine-sur-Mer,2.98,44,44126,17386
Labbeville,2.98,95,95328,36792
Lantéfontaine,2.98,54,54302,21240
Le Lardin-Saint-Lazare,2.98,24,24229,9142
Le Ménil,2.98,88,88302,35601
Lectoure,2.98,32,32208,12953
Les Baroches,2.98,54,54048,20987
Les Coteaux Périgourdins,2.98,24,24117,220827
Les Moutiers-en-Retz,2.98,44,44106,17366
Limeyrat,2.98,24,24241,9154
Lozanne,2.98,69,69121,28821
Lubey,2.98,54,54326,21263
Maillane,2.98,13,13052,4741
Mairy-Mainville,2.98,54,54334,21271
Marcillac-Vallon,2.98,12,12138,4522
Maslives,2.98,41,41129,16508
Mont-Bonvillers,2.98,54,54084,21023
Montlivault,2.98,41,41148,16527
Mont-près-Chambord,2.98,41,41150,16529
Mouret,2.98,12,12161,4545
Muret-le-Château,2.98,12,12165,4549
Nailhac,2.98,24,24302,9212
Nauviale,2.98,12,12171,4555
Nesles-la-Vallée,2.98,95,95446,36821
Neuwiller-lès-Saverne,2.98,67,67322,28099
Ouzouer-sur-Loire,2.98,45,45244,17716
Pazayac,2.98,24,24321,9230
Peyrignac,2.98,24,24324,9233
Pezou,2.98,41,41175,16553
Pornic,2.98,44,44131,17391
Port-Saint-Père,2.98,44,44133,17393
Préfailles,2.98,44,44136,17396
Pruines,2.98,12,12193,4577
Quesnoy-sur-Airaines,2.98,80,80655,33553
Rouans,2.98,44,44145,17405
Saint-Christophe-Vallon,2.98,12,12215,4599
Saint-Claude-de-Diray,2.98,41,41204,16582
Saint-Didier-sur-Beaujeu,2.98,69,69196,28896
Saint-Dyé-sur-Loire,2.98,41,41207,16585
Sainte-Croix-du-Mont,2.98,33,33392,13596
Sainte-Eulalie-d'Ans,2.98,24,24401,9305
Sainte-Orse,2.98,24,24473,9374
Sainte-Pazanne,2.98,44,44186,17444
Saint-Félix-de-Lunel,2.98,12,12221,4605
Saint-Jean-des-Vignes,2.98,69,69212,28912
Saint-Laurent-Nouan,2.98,41,41220,16598
Saint-Michel-Chef-Chef,2.98,44,44182,17440
Saint-Rabier,2.98,24,24491,9392
Salles-la-Source,2.98,12,12254,4638
San-Martino-di-Lota,2.98,,,7546
Santa-Maria-di-Lota,2.98,,,7549
Sénergues,2.98,12,12268,4652
Tagnon,2.98,8,8435,3118
Terrasson-Lavilledieu,2.98,24,24547,9446
Thenon,2.98,24,24550,9449
Thoury,2.98,41,41260,16637
Tour-en-Sologne,2.98,41,41262,16639
Tourtoirac,2.98,24,24555,9454
Trieux,2.98,54,54533,21464
Tucquegnieux,2.98,54,54536,21467
Val de Briey,2.98,54,54099,220759
Valady,2.98,12,12288,4672
Valmondois,2.98,95,95628,36868
Villac,2.98,24,24580,9477
Ville-di-Pietrabugno,2.98,,,7579
Villeneuve-en-Retz,2.98,44,44021,220553
Villers-lès-Luxeuil,2.98,140,141128,59044
Vue,2.98,44,44220,17478
Allennes-les-Marais,2.97,59,59005,23341
Annoeullin,2.97,59,59011,23347
Ansouis,2.97,84,84002,34393
Attichy,2.97,60,60025,24013
Audrieu,2.97,14,14026,4831
Aujargues,2.97,30,30023,11830
Auvernaux,2.97,91,91037,36386
Bauvin,2.97,59,59052,23385
Beaumont-de-Pertuis,2.97,84,84014,34405
Bonnétable,2.97,72,72039,30150
Cabourg,2.97,14,14117,4912
Cabrières-d'Aigues,2.97,84,84024,34415
Cadenet,2.97,84,84026,34417
Carnin,2.97,59,59133,23465
Cayenne,2.97,973,97302,36952
Cucuron,2.97,84,84042,34433
Dives-sur-Mer,2.97,14,14225,5018
Exideuil-sur-Vienne,2.97,16,16134,5904
Feuguerolles-Bully,2.97,14,14266,5054
Gonneville-sur-Mer,2.97,14,14305,5091
Grambois,2.97,84,84052,34443
Granges-Aumontzey,2.97,88,88218,220449
Houlgate,2.97,14,14338,5120
Jumilhac-le-Grand,2.97,24,24218,9131
La Bastide-des-Jourdans,2.97,84,84009,34400
La Bastidonne,2.97,84,84010,34401
La Motte-d'Aigues,2.97,84,84084,34475
La Tour-d'Aigues,2.97,84,84133,34524
Langouet,2.97,35,35146,14238
Lauris,2.97,84,84065,34456
Mérindol,2.97,84,84074,34465
Merville-Franceville-Plage,2.97,14,14409,5187
Mirabeau,2.97,84,84076,34467
Pertuis,2.97,84,84089,34480
Peypin-d'Aigues,2.97,84,84090,34481
Provin,2.97,59,59477,23799
Puget,2.97,84,84093,34484
Puyvert,2.97,84,84095,34486
Saint-Martin-de-la-Brasque,2.97,84,84113,34504
Saint-Nicolas-du-Tertre,2.97,56,56230,22261
Saint-Pourçain-sur-Sioule,2.97,3,3254,1773
Sannes,2.97,84,84121,34512
Tournus,2.97,71,71543,30068
Treillières,2.97,44,44209,17467
Varaville,2.97,14,14724,5476
Venoy,2.97,89,89438,36231
Villelaure,2.97,84,84147,34538
Vitrolles-en-Lubéron,2.97,84,84151,34542
Annois,2.96,2,2019,723
Arnas,2.96,69,69013,28714
Aucaleuc,2.96,22,22003,8296
Blacé,2.96,69,69023,28724
Bobital,2.96,22,22008,8301
Brusvily,2.96,22,22021,8312
Bullion,2.96,78,78120,32410
Cabara,2.96,33,33078,13289
Calorguen,2.96,22,22026,8316
Chantenay-Villedieu,2.96,72,72059,30169
Clastres,2.96,2,2199,900
Cogny,2.96,69,69061,28762
Contescourt,2.96,2,2214,914
Cugny,2.96,2,2246,946
Cunèges,2.96,24,24148,9067
Denicé,2.96,69,69074,28775
Dinan,2.96,22,22050,247022
Dracé,2.96,69,69077,28778
Échilleuses,2.96,45,45131,17606
Essigny-le-Petit,2.96,2,2288,986
Évellys,2.96,56,56144,220236
Fayet,2.96,2,2303,1000
Fieulaine,2.96,2,2310,1007
Flavy-le-Martel,2.96,2,2315,1011
Fonsomme,2.96,2,2319,1015
Fontaine-au-Pire,2.96,59,59243,23574
Fontaine-Raoul,2.96,41,41088,16469
Fréteval,2.96,41,41095,16476
Gauchy,2.96,2,2340,1036
Gleizé,2.96,69,69092,28792
Grézillac,2.96,33,33194,13404
Grugies,2.96,2,2359,1055
Harly,2.96,2,2371,1066
Homblières,2.96,2,2383,1078
La Chapelle-Glain,2.96,44,44031,17292
La Vicomté-sur-Rance,2.96,22,22385,8660
Lacenas,2.96,69,69105,28805
Lanvallay,2.96,22,22118,8407
Le Hinglé,2.96,22,22082,8372
Le Luart,2.96,72,72172,30280
Le Perréon,2.96,69,69151,28851
Le Revest-les-Eaux,2.96,83,83103,34340
Les Champs-Géraux,2.96,22,22035,8325
Lesdins,2.96,2,2420,1114
Limas,2.96,69,69115,28815
Loubeyrat,2.96,63,63198,26279
Maignelay-Montigny,2.96,60,60374,24359
Malincourt,2.96,59,59372,23699
Mesnil-Saint-Laurent,2.96,2,2481,1173
Montescourt-Lizerolles,2.96,2,2504,1196
Montmelas-Saint-Sorlin,2.96,69,69137,28837
Morcourt,2.96,2,2525,1217
Morvillers,2.96,60,60435,24418
Neuville-Saint-Amand,2.96,2,2549,1241
Omissy,2.96,2,2571,1263
Pleudihen-sur-Rance,2.96,22,22197,8481
Plouasne,2.96,22,22208,8492
Quévert,2.96,22,22259,8541
Remaucourt,2.96,2,2637,1326
Rivolet,2.96,69,69167,28867
Saint-André-de-Roquelongue,2.96,11,11332,4278
Saint-Carné,2.96,22,22280,8561
Saint-Cyr-le-Chatoux,2.96,69,69192,28892
Saint-Étienne-des-Oullières,2.96,69,69197,28897
Saint-Hélen,2.96,22,22299,8580
Saint-Judoce,2.96,22,22306,8586
Saint-Juvat,2.96,22,22308,8588
Saint-Pierre-de-Boeuf,2.96,42,42272,16936
Saint-Quentin,2.96,2,2691,1380
Saint-Samson-sur-Rance,2.96,22,22327,8607
Salles-Arbuissonnas-en-Beaujolais,2.96,69,69172,28872
Steenvoorde,2.96,59,59580,23900
Taden,2.96,22,22339,8617
Trélivan,2.96,22,22364,8641
Trévron,2.96,22,22380,8656
Vaux-en-Beaujolais,2.96,69,69257,28955
Vildé-Guingalan,2.96,22,22388,8663
Villefranche-sur-Saône,2.96,69,69264,28961
Agnetz,2.95,60,60007,23995
Andiran,2.95,47,47009,18165
Autruy-sur-Juine,2.95,45,45015,17495
Avallon,2.95,89,89025,35846
Azay-sur-Indre,2.95,37,37016,14713
Beaulieu-lès-Loches,2.95,37,37020,14716
Beaumont-Village,2.95,37,37023,14719
Belvès-de-Castillon,2.95,33,33045,13256
Beuvron-en-Auge,2.95,14,14070,4872
Bissy-la-Mâconnaise,2.95,71,71035,29575
Bonsmoulins,2.95,61,61053,24733
Breuil-le-Sec,2.95,60,60106,24094
Breuil-le-Vert,2.95,60,60107,24095
Bridoré,2.95,37,37039,14735
Bruch,2.95,47,47041,18197
Burgy,2.95,71,71066,29604
Buzet-sur-Baïse,2.95,47,47043,18199
Calignac,2.95,47,47045,18201
Calonges,2.95,47,47046,18202
Cambronne-lès-Clermont,2.95,60,60120,24108
Carcans,2.95,33,33097,13308
Casteljaloux,2.95,47,47052,18208
Catenoy,2.95,60,60130,24118
Caumont-sur-Garonne,2.95,47,47061,18217
Chablis,2.95,89,89068,35886
Chambourg-sur-Indre,2.95,37,37049,14745
Chanceaux-près-Loches,2.95,37,37053,14749
Chandai,2.95,61,61092,24772
Châteauneuf-de-Vernoux,2.95,7,7060,2436
Chédigny,2.95,37,37066,14762
Chemillé-sur-Indrois,2.95,37,37069,14765
Chichée,2.95,89,89104,35920
Cigogné,2.95,37,37075,14771
Cormery,2.95,37,37083,14779
Courçay,2.95,37,37085,14781
Crulai,2.95,61,61140,24817
Cruzille,2.95,71,71156,29692
Damazan,2.95,47,47078,18234
Dolus-le-Sec,2.95,37,37097,14793
Espiens,2.95,47,47090,18246
Ferrière-sur-Beaulieu,2.95,37,37108,14804
Feugarolles,2.95,47,47097,18253
Fitz-James,2.95,60,60234,24221
Francescas,2.95,47,47102,18258
Fréchou,2.95,47,47103,18259
Genillé,2.95,37,37111,14807
Gilhac-et-Bruzac,2.95,7,7094,2470
Irai,2.95,61,61208,24885
La Clayette,2.95,71,71133,29669
La Ferté-en-Ouche,2.95,61,61167,220551
Lagruère,2.95,47,47130,18285
Lamarche-sur-Saône,2.95,21,21337,7919
Lamontjoie,2.95,47,47133,18288
Lannes,2.95,47,47134,18289
Le Liège,2.95,37,37127,14823
Le Mas-d'Agenais,2.95,47,47159,18312
Les Aspres,2.95,61,61422,25096
Loches,2.95,37,37132,14828
Loché-sur-Indrois,2.95,37,37133,14829
Lugny,2.95,71,71267,29800
Mégrit,2.95,22,22145,8430
Mézin,2.95,47,47167,18319
Millau,2.95,12,12145,4529
Moncaut,2.95,47,47172,18324
Moncrabeau,2.95,47,47174,18326
Monheurt,2.95,47,47177,18329
Montagnac-sur-Auvignon,2.95,47,47180,18332
Montbellet,2.95,71,71305,29837
Montgaillard-en-Albret,2.95,47,47176,18328
Montrésor,2.95,37,37157,14853
Mouais,2.95,44,44105,17365
Moulins-la-Marche,2.95,61,61297,24973
Neuilly-sous-Clermont,2.95,60,60451,24434
Nomdieu,2.95,47,47197,18349
Nouans-les-Fontaines,2.95,37,37173,14868
Orbigny,2.95,37,37177,14872
Perrusson,2.95,37,37183,14878
Plélan-le-Petit,2.95,22,22180,8464
Poudenas,2.95,47,47211,18363
Preuilly-sur-Claise,2.95,37,37189,14884
Razimet,2.95,47,47220,18372
Réaup-Lisse,2.95,47,47221,18373
Reignac-sur-Indre,2.95,37,37192,14887
Saint-Apollinaire-de-Rias,2.95,7,7214,2587
Sainte-Rose,2.95,1945,194548,73902
Saint-Evroult-Notre-Dame-du-Bois,2.95,61,61386,25060
Saint-Gengoux-de-Scissé,2.95,71,71416,29948
Saint-Hilaire-sur-Risle,2.95,61,61406,25080
Saint-Jean-Chambre,2.95,7,7244,2617
Saint-Jean-Saint-Germain,2.95,37,37222,14916
Saint-Julien-le-Roux,2.95,7,7257,2629
Saint-Martin-d'Écublei,2.95,61,61423,25097
Saint-Pierre-de-Buzet,2.95,47,47267,18417
Saint-Quentin-sur-Indrois,2.95,37,37234,14928
Saint-Rimay,2.95,41,41228,16605
Saint-Senoch,2.95,37,37238,14931
Sauméjan,2.95,47,47286,18434
Saumont,2.95,47,47287,18435
Sénestis,2.95,47,47298,18446
Sennevières,2.95,37,37246,14938
Silhac,2.95,7,7314,2685
Sos,2.95,47,47302,18450
Taponas,2.95,69,69242,28940
Tauxigny-Saint-Bauld,2.95,37,37254,247008
Thouars-sur-Garonne,2.95,47,47308,18456
Vercel-Villedieu-le-Camp,2.95,25,25601,10045
Verneuil-sur-Indre,2.95,37,37269,14961
Vernoux-en-Vivarais,2.95,7,7338,2708
Villedômain,2.95,37,37275,14967
Villeloin-Coulangé,2.95,37,37277,14969
Vitrolles,2.95,18,18301,7023
Yvignac-la-Tour,2.95,22,22391,8666
Azay-le-Rideau,2.94,37,37014,14711
Bénodet,2.94,29,29006,11530
Chuelles,2.94,45,45097,17574
Écouis,2.94,27,27214,10653
Galfingue,2.94,68,68101,28422
Garrigues,2.94,115,115214,47686
Heimsbrunn,2.94,68,68129,28450
Joué-l'Abbé,2.94,72,72150,30258
La Guierche,2.94,72,72147,30255
Marmande,2.94,47,47157,18310
Noyant-de-Touraine,2.94,37,37176,14871
Saint-Riquier,2.94,80,80716,33610
Sarcé,2.94,72,72327,30431
Tonneins,2.94,47,47310,18458
Villette-sur-Aube,2.94,10,10429,3931
Arçon,2.93,25,25024,9505
Arc-sous-Cicon,2.93,25,25025,9506
Argenton-sur-Creuse,2.93,36,36006,14456
Aubonne,2.93,25,25029,9510
Auffargis,2.93,78,78030,32378
Autoreille,2.93,70,70039,29032
Bagnoles de l'Orne Normandie,2.93,61,61483,220327
Brienne-la-Vieille,2.93,10,10063,3574
Bucey-lès-Gy,2.93,70,70104,29095
Bugny,2.93,25,25099,9574
Campbon,2.93,44,44025,17286
Castéra-Lectourois,2.93,32,32082,12829
Champs,2.93,63,63082,26163
Charcenne,2.93,70,70130,29118
Choye,2.93,70,70152,29138
Cléder,2.93,29,29030,11553
Coggia,2.93,,,7260
Coudrecieux,2.93,72,72094,30203
Dolaincourt,2.93,88,88137,35440
Entraigues,2.93,63,63149,26230
Fléré-la-Rivière,2.93,36,36074,14523
Flesselles,2.93,80,80316,33238
Francaltroff,2.93,57,57232,22515
Frasne-le-Château,2.93,70,70253,29231
Fresne-Saint-Mamès,2.93,70,70255,29233
Fretigney-et-Velloreille,2.93,70,70257,29235
Gilley,2.93,25,25271,9734
Grazay,2.93,53,53109,20781
Gy,2.93,70,70282,29258
Hauterive-la-Fresse,2.93,25,25303,9762
Hauteville-sur-Mer,2.93,50,50231,19239
Huisseau-en-Beauce,2.93,41,41103,16484
La Chapelle-Saint-Quillain,2.93,70,70129,29117
La Chaux,2.93,25,25139,9612
La Longeville,2.93,25,25347,9805
La Petite-Pierre,2.93,67,67371,28145
Larians-et-Munans,2.93,70,70296,29272
Le Menoux,2.93,36,36117,14566
Le Merlerault,2.93,61,61275,24951
Le Pêchereau,2.93,36,36154,14603
Léning,2.93,57,57394,22670
Les Alliés,2.93,25,25012,9494
Maisons-du-Bois-Lièvremont,2.93,25,25357,9813
Matignon,2.93,22,22143,8428
Montbenoît,2.93,25,25390,9844
Montflovin,2.93,25,25398,9851
Ouhans,2.93,25,25440,9889
Pléboulle,2.93,22,22174,8458
Pluduno,2.93,22,22237,8520
Pruniers-en-Sologne,2.93,41,41185,16563
Queyssac,2.93,24,24345,9252
Quilly,2.93,44,44139,17399
Remouillé,2.93,44,44142,17402
Renédale,2.93,25,25487,9935
Sainte-Anne-sur-Brivet,2.93,44,44152,17412
Sainte-Eulalie-en-Royans,2.93,26,26302,10366
Saint-Gand,2.93,70,70463,29426
Saint-Gorgon-Main,2.93,25,25517,9965
Saint-Jacut-de-la-Mer,2.93,22,22302,8582
Saint-Victor-de-Malcap,2.93,30,30303,12107
Sibiril,2.93,29,29276,11782
Tocane-Saint-Apre,2.93,24,24553,9452
Vantoux-et-Longevelle,2.93,70,70521,29481
Vico,2.93,,,7342
Ville-du-Pont,2.93,25,25620,10062
Abidos,2.92,64,64003,26554
Abos,2.92,64,64005,26556
Alba-la-Romaine,2.92,7,7005,2385
Arbus,2.92,64,64037,26587
Arpheuilles-Saint-Priest,2.92,3,3007,1527
Artiguelouve,2.92,64,64060,26609
Chaleix,2.92,24,24095,9016
Denée,2.92,49,49120,18778
Domérat,2.92,3,3101,1621
Égreville,2.92,77,77168,32015
Épenède,2.92,16,16128,5898
Féneyrols,2.92,82,82061,34104
Firbeix,2.92,24,24180,9096
Graye-sur-Mer,2.92,14,14318,5102
La Coquille,2.92,24,24133,9052
La Ferté-Saint-Aubin,2.92,45,45146,17620
La Petite-Marche,2.92,3,3206,1725
La Tour-Blanche-Cercles,2.92,24,24554,220788
Lacq (avant 2024),2.92,64,64300,26843
Lagor,2.92,64,64301,26844
Lamaids,2.92,3,3136,1656
Laroin,2.92,64,64315,26858
Lavault-Sainte-Anne,2.92,3,3140,1660
Lignerolles,2.92,3,3145,1665
Magny-le-Désert,2.92,61,61243,24920
Malans,2.92,70,70327,29302
Marcillat-en-Combraille,2.92,3,3161,1681
Maslacq,2.92,64,64367,26909
Mazirat,2.92,3,3167,1687
Montluçon,2.92,3,3185,1705
Mourenx,2.92,64,64410,26950
Nanteuil-en-Vallée,2.92,16,16242,6009
Nantheuil,2.92,24,24304,9214
Négrondes,2.92,24,24308,9218
Noguères,2.92,64,64418,26958
Os-Marsillon,2.92,64,64431,26971
Pardies,2.92,64,64443,26983
Plumaugat,2.92,22,22240,8523
Prémilhat,2.92,3,3211,1730
Quinssaines,2.92,3,3212,1731
Rougnac,2.92,16,16285,6049
Saint-Alexandre,2.92,30,30226,12030
Saint-Éloy-les-Mines,2.92,63,63338,26417
Saint-Fargeol,2.92,3,3231,1750
Saint-Front-d'Alemps,2.92,24,24408,9312
Saint-Jory-de-Chalais,2.92,24,24428,9332
Saint-Marcel-en-Marcillat,2.92,3,3244,1763
Saint-Père-sur-Loire,2.92,45,45297,17768
Saint-Priest-les-Fougères,2.92,24,24489,9390
Tarsacq,2.92,64,64535,27074
Teillet-Argenty,2.92,3,3279,1798
Terjat,2.92,3,3280,1799
Trégunc,2.92,29,29293,11798
Vaunac,2.92,24,24567,9465
Villebret,2.92,3,3314,1833
Ailleux,2.91,42,42002,16676
Ardenay-sur-Mérize,2.91,72,72007,30120
Arthun,2.91,42,42009,16683
Bard,2.91,42,42012,16686
Berny-Rivière,2.91,2,2071,774
Bidestroff,2.91,57,57081,22371
Boën-sur-Lignon,2.91,42,42019,16693
Boisset-Saint-Priest,2.91,42,42021,16695
Bouleurs,2.91,77,77047,31899
Bourgoin-Jallieu,2.91,38,38053,15026
Bray-Saint-Aignan,2.91,45,45051,220832
Bussy-Albieux,2.91,42,42030,16703
Cancale,2.91,35,35049,14143
Castelmaurou,2.91,31,31117,12276
Cezay,2.91,42,42035,16708
Chalain-d'Uzore,2.91,42,42037,16710
Chalain-le-Comtal,2.91,42,42038,16711
Chalmazel-Jeansagnière,2.91,42,42039,220474
Chambles,2.91,42,42042,16715
Champdieu,2.91,42,42046,16719
Chârost,2.91,18,18055,6705
Châtelneuf,2.91,42,42054,16727
Chazelles-sur-Lavieu,2.91,42,42058,16730
Chazot,2.91,25,25145,9617
Chenereilles,2.91,42,42060,16732
Chèzeneuve,2.91,38,38102,15072
Claret,2.91,38,38136,15718
Clérey,2.91,10,10100,3610
Coulommes,2.91,77,77130,31978
Crachier,2.91,38,38136,15103
Craintilleux,2.91,42,42075,16747
Débats-Rivière-d'Orpra,2.91,42,42084,16755
Digny,2.91,28,28130,11247
Domarin,2.91,38,38149,15114
Eclose-Badinières,2.91,38,38152,220083
Écotay-l'Olme,2.91,42,42087,16758
Essertines-en-Châtelneuf,2.91,42,42089,16760
Finhan,2.91,82,82062,34105
Four,2.91,38,38172,15135
Fresnoy-le-Château,2.91,10,10162,3671
Fréville,2.91,88,88189,35492
Grézieux-le-Fromental,2.91,42,42105,16776
Gumières,2.91,42,42107,16778
Hounoux,2.91,11,11173,4120
Jouhe,2.91,39,39270,15759
L' Hôpital-le-Grand,2.91,42,42108,16779
L' Hôpital-sous-Rochefort,2.91,42,42109,16780
L' Isle-d'Abeau,2.91,38,38193,15155
La Chamba,2.91,42,42040,16713
La Chambonie,2.91,42,42045,16718
La Chapelle-en-Lafaye,2.91,42,42050,16723
La Côte-en-Couzan,2.91,42,42072,16744
